,political_review,date
3994,Greek Orthodox Church of Alexandria slams Turkey’s decision to convert Hagia Sophia into mosque,2020-07-12
3995,"Egypt reports 912 new coronavirus cases, 89 new deaths",2020-07-12
3996,New car licences in Egypt will only be issued for vehicles with bi-fuel system: Sisi,2020-07-12
3997,In Photos: Egypt's Sisi inaugurates Al-Asmarat 3 residential complex in Moqattam to combat informal housing,2020-07-12
3998,Egypt's Mostaqbal Watan Party to field candidates for all available Senate seats ,2020-07-12
3999,Egypt's Sisi calls for outlining comprehensive vision for developing mining industry,2020-07-12
4000,AU-sponsored GERD talks continue for ninth day in a row: Egypt's irrigation ministry ,2020-07-12
4001,Policemen stationed at shut down Alexandria beach after mass drowning ,2020-07-11
4002,Egyptian army continues Hasm 2020 military drills,2020-07-11
4003,"Egypt records 923 new coronavirus cases, 67 deaths ",2020-07-11
4004,Owner of Egypt's Merit Publishing arrested over sexual harassment allegations: Security source,2020-07-11
4005,Egypt opens candidacy registration for Senate elections,2020-07-11
4006,Egypt court upholds prison terms for Muslim Brotherhood members in 'Ittihadeya case',2020-07-11
4007,Egypt court sentences worker to 15 years in prison for sexual assault,2020-07-11
4008,PM reviews report on Egypt 2020 sustainable development strategy progress,2020-07-11
4009,"Egypt detects 981 new coronavirus cases; total infections surpass 80,000",2020-07-10
4010,Egypt rejects Ethiopian proposal to defer decision on GERD disagreements until accord is signed,2020-07-10
4011,Egyptian tourism minister discusses resumption of tourist travel with EU ambassadors,2020-07-10
4012,In Photos: Egypt's tourism minister tours Sharm El-Sheikh hotels to check hygiene regulations,2020-07-10
4013,"Egypt invites Yemeni premier for talks, discusses resolving crisis under Riyadh Agreement",2020-07-10
4014,Egypt's Sisi urges unceasing efforts to face economic challenges of COVID-19,2020-07-10
4015,Egyptian army conducts 'Hasm 2020' drills in western military region,2020-07-10
4016,"INTERVIEW: Abdel Hamid Mamdouh, the first Egyptian in the running to lead the World Trade Organization",2020-07-09
4017,Minor earthquake hits Egypt's Gulf of Suez on Thursday,2020-07-09
4018,"Egypt reports 950 new coronavirus cases, 53 deaths on Thursday",2020-07-09
4019,"No agreement so far on GERD technical, legal points: Egypt",2020-07-09
4020,Egypt demolishes thousands of illegal buildings in 3 months,2020-07-09
4021,"Egypt's top appeals court upholds life sentences for Brotherhood leaders Badie, El-Shater",2020-07-09
4022,"Egypt's Sisi ratifies 3 agreements with AFDB, China, Latvia",2020-07-09
4023,Egypt won't accept incomprehensive deal over GERD: Irrigation ministry,2020-07-09
4024,Egypt will not allow militias to threaten its security: FM Shoukry at UN Security Council meeting on Libya ,2020-07-09
4025,GERD will not cause 'thirst' for downstream countries: Ethiopian foreign minister ,2020-07-08
4026,"Egypt reports 1,025 new coronavirus cases, 75 deaths",2020-07-08
4027,Russia offers to help resolve GERD dispute: FM Lavrov,2020-07-08
4028,Egypt cabinet approves bill to keep identities of sexual assault victims confidential,2020-07-08
4029,"Egypt aspires to have world's fifth largest medicine, vaccine storage capacity",2020-07-08
4030,28% of hospitalised coronavirus patients have recovered: Egypt's health ministry,2020-07-08
4031,"African, Russian foreign ministers discuss cooperation",2020-07-08
4032,Egypt to install smart system on roads nationwide,2020-07-08
4033,Egypt says Ethiopia's strict stance on GERD will narrow chances for consensus,2020-07-07
4034,"Egypt reports 1,057 new coronavirus cases, 67 deaths",2020-07-07
4035,"EgyptAir resumes flights between Egypt, Germany",2020-07-07
4036,"Egyptian foreign minister reiterates rejection of unilateral action on GERD, discusses Libya, Palestine developments with UK counterpart",2020-07-07
4037,Egypt's Court of Cassation postpones appeal of Mubarak strongman Safwat El-Sherif ,2020-07-07
4038,"Egypt's Red Sea resorts receive over 4,200 tourists in first week of July",2020-07-07
4039,Ethiopia to start filling GERD during current heavy rain season: PM,2020-07-07
4040,Egypt prosecution extends detention of alleged serial rapist pending investigation ,2020-07-07
4041,"Egypt, France, Germany, Jordan warn Israel on annexation",2020-07-07
4042,In Photos: Egypt's Sisi leads military funeral procession for late military production minister El-Assar,2020-07-07
4043,Egypt’s military production minister Mohamed El-Assar passes away at 74,2020-07-07
4044,"Egypt records below 1,000 daily coronavirus cases for first time since May ",2020-07-06
4045,Egypt to halt construction of residential units in high-density areas,2020-07-06
4046,Fundamental differences over GERD persist: Egypt's irrigation ministry,2020-07-06
4047,"Egypt to reopen Al-Hussein Mosque, isolate its shrine",2020-07-06
4048,"Egypt, Greece agree on visiting tourists care",2020-07-06
4049,"Egypt's Red Sea resorts received 3,000 tourists over the past week",2020-07-06
4050,Egypt's parliament approves law prohibiting army officers from running in elections without SCAF's approval,2020-07-06
4051,"Egypt, Eritrea to bolster coordination to establish regional peace ",2020-07-06
4052,Medical exams for candidates for Egypt’s Senate to begin on Monday: Elections authority,2020-07-06
4053,Egypt’s Sisi reviews western border security plans,2020-07-05
4054,Egyptian GERD negotiation team discuss concerns with observers and experts,2020-07-05
4055,"Egypt reports 1,218 new coronavirus cases, 63 deaths",2020-07-05
4056,Heads of Egypt's press and media bodies sworn in before parliament,2020-07-05
4057,"Egyptian court jails driver for seven years for crash which killed three doctors, two others",2020-07-05
4058,Cairo has ‘nothing to do’ with current tensions in Ethiopia: Egyptian diplomat,2020-07-05
4059,Egypt's Court of Cassation upholds prison sentences for 56 convicted in 2013 Nahda dispersal case,2020-07-05
4060,New heads of Egypt's media bodies sworn in before parliament,2020-07-05
4061,"Egypt arrests alleged sexual harasser, rapist ",2020-07-04
4062,Egypt says no breakthrough reached on second day of AU-sponsored GERD talks,2020-07-04
4063,"Egypt's coronavirus recoveries surpass 20,000 milestone ",2020-07-04
4064,Egypt’s court upholds 15-year sentence for activist Ahmed Douma,2020-07-04
4065,Egypt's parliament to discuss new financial laws Sunday,2020-07-04
4066,"Egypt, Sudan concerned about technical, legal differences, safety of GERD: Egypt's irrigation minister ",2020-07-04
4067,Egypt to hold Senate elections 11-12 August ,2020-07-04
4068,Egypt’s prosecution receives first complaint against alleged serial rapist,2020-07-04
4069,Egypt’s prosecution orders detention of two Tiktokers for assaulting Sudanese child,2020-07-04
4070,"GERD talks still lack technical, legal agreement: Egypt's irrigation ministry ",2020-07-03
4071,"Egypt reports 1,412 new coronavirus cases , 81 deaths",2020-07-03
4072,"GERD talks between Egypt, Ethiopia and Sudan resume on Friday",2020-07-03
4073,Egypt condemns Turkish aggression against Iraqi sovereignty ,2020-07-03
4074,Egypt condemns launching of 4 explosive-laden drones on Saudi Arabia by Houthis,2020-07-03
4075,Egypt’s National Council for Women calls on victims to make official reports after rape allegations against man go viral,2020-07-03
4076,Mersal: A lifeline for hospital beds in Egypt’s virus fight,2020-07-03
4077,Egypt's aviation sector lost around EGP 1 bln monthly during flight suspension: Official,2020-07-02
4078,"Egypt's coronavirus cases surpass 71,000",2020-07-02
4079,AU-brokered talks over GERD to resume in next few days: Sudan,2020-07-02
4080,Heads of Egypt's press and media organisations to be sworn before parliament Sunday,2020-07-02
4081,"Sharm El Sheikh, Hurghada receive 313 tourists from Switzerland, Belarus",2020-07-02
4082,Egypt closes famous Al-Hussein mosque after prayer-goers violate coronavirus regulations,2020-07-02
4083,Egypt's Al-Azhar rejects Israeli plan to annex parts of occupied West Bank,2020-07-02
4084,Egypt's National Election Committee to announce Senate election details ,2020-07-02
4085,Egypt developing 4 vaccines to treat coronavirus patients ,2020-07-02
4086,"Egypt's Sisi ratifies laws governing legislative elections, including law on Senate",2020-07-02
4087,"Egypt, Jordan FMs discuss response to Israel's unilateral measures on West Bank annexation",2020-07-02
4088,Egypt stresses to Italy its 'serious desire' to solve Regeni murder ,2020-07-01
4089,EgyptAir receives fifth Airbus A320Neo as airports reopen,2020-07-01
4090,Egypt reopens airports after three-month closure over coronavirus,2020-07-01
4091,"Egypt detects 1,503 new coronavirus cases as total infection tally nears 70,000",2020-07-01
4092,Egypt's Court of Cassation upholds death penalty for 3 defendants in Ansar Al-Sharia case,2020-07-01
4093,Parliament committee approves 3 laws to contain economic impact of coronavirus ,2020-07-01
4094,Egypt's top appeals court jails policeman for seven years for killing activist in 2015,2020-07-01
4095,China suspends Sichuan Airlines Cairo-Chengdu flight after passengers test positive ,2020-07-01
4096,"Egypt's top appeals court upholds death sentence, commutes another against two monks over bishop's murder",2020-07-01
4097,Egypt's Sisi issues decree raising pensions 14% starting July,2020-07-01
4098,"Egypt's official gazette publishes PM's decision to establish company to operate metro lines, rail transport",2020-07-01
4099,"Egypt, Sudan water security is integral part of Arab security: Saudi Arabia",2020-06-30
4100,"Egypt reports 1,557 new coronavirus cases, 81 deaths",2020-06-30
4101,Egypt says Ethiopia withheld security system info and construction updates on GERD during negotiations,2020-06-30
4102,"Ahead of flight resumption on Wednesday, EgyptAir says it will not require social distancing on board planes",2020-06-30
4103,Egypt sets guidelines for facemask distribution through ration cards ,2020-06-30
4104,Two 'extremely dangerous' terrorists killed in North Sinai shootout: Ministry,2020-06-30
4105,Egypt discovers gold deposit of over 1 million ounces in Eastern Desert,2020-06-30
4106,Egypt's foreign minister warns unilateralism in GERD dispute will heighten tensions ,2020-06-30
4107,Egypt's Sisi vows to face challenges 'with same determination' shown in 30 June Revolution,2020-06-30
4108,Egypt reopens long-dormant Baron Empain Palace to visitors starting Tuesday,2020-06-30
4109,Egypt's speech at the UN Security Council on GERD: Full document,2020-06-30
4110,"Egypt reports 1,566 new coronavirus infections, 83 deaths on Monday",2020-06-29
4111,Egypt's Sisi praises doctors' sacrifices in the fight against coronavirus ,2020-06-29
4112,"Egypt does what it takes to maintain its national security, says Sisi",2020-06-29
4113,Egypt has implemented projects worth 4.5 trillion EGP in 6 years: PM,2020-06-29
4114,"Shoukry probes with his Chinese counterpart bilateral relations, regional issues",2020-06-29
4115,"Egypt has repatriated 77,000 citizens since start of pandemic: Minister",2020-06-29
4116,Seven coronavirus patients die in Alexandria hospital fire ,2020-06-29
4117,Weekly ferry trips to repatriate Egyptians from Jordan,2020-06-29
4118,"Egypt's Sisi inaugurates landmark Baron Empain Palace, two int'l airports",2020-06-29
4119,"1,265 new coronavirus cases detected in Egypt, 81 fatalities ",2020-06-28
4120,Earthquake of 5.5 magnitude felt in Egypt,2020-06-28
4121,Egypt's PM: Thursday to be paid holiday instead of Tuesday to mark June 30 revolution,2020-06-28
4122,"Egypt reopens 144 restaurants, cafes after granting hygiene safety certificates",2020-06-28
4123,Two more Egyptian MPs test positive for coronavirus,2020-06-28
4124,Restaurants and cafés reopen in Egypt amid wary post-lockdown,2020-06-28
4125,Eva Pharma provides adequate quantities of COVID-19 drug for Egyptian hospitals,2020-06-28
4126,Egypt's first quarantine hospital closed to coronavirus patients ,2020-06-28
4127,"Egypt reports 1,168 new coronavirus infections, 88 fatalities on Saturday",2020-06-27
4128,African committee on GERD to present report to AU head within one week,2020-06-27
4129,Egypt's Sisi tours Armed Forces medical isolation facilities,2020-06-27
4130,Egyptian representatives to participate as observers in Russian referendum on constitutional amendments ,2020-06-27
4131,Egyptian belly dancer Sama El-Masry sentenced to three years in prison for ‘inciting debauchery and immorality’,2020-06-27
4132,"Coptic Orthodox Church delays reopening churches in Cairo, Alexandria until mid-July",2020-06-27
4133,"Ethiopia says to reach final agreement with Egypt, Sudan over GERD in two weeks ",2020-06-27
4134,Egyptian MP Haitham El-Hariri tests positive for coronavirus,2020-06-27
4135,Egypt executes Libyan militant Al-Mesmari after conviction over 2017 deadly attack on police,2020-06-27
4136,Egypt removes 14 tonnes of waste from Red Sea,2020-06-27
4137,"Egypt, Ethiopia and Sudan agree to delay filling Nile dam until deal is reached",2020-06-26
4138,"Egypt records 1,625 new coronavirus cases, 87 fatalities on Friday",2020-06-26
4139,"Sisi, Ethiopian, Sudanese PMs participate in African summit on GERD",2020-06-26
4140,Egypt to reopen nurseries nationwide from Wednesday,2020-06-26
